Question_num,hint_num,metric,score
8,4,Coherence Score,0.8
8,4,Comp Efficiency,0.8
8,4,Correctness,1.0
8,4,Efficiency,0.8
8,4,Final Accuracy,1.0
8,4,Pass Rate,1.0
8,4,Redundancy,0.3
8,4,Robustness Consistency,0.9
8,4,Similarity,0.9
8,4,Stepwise Correctness,0.9
8,4,Validity Rate,1.0
8,5,Accuracy,0.9
8,5,Calibration Confidence,0.8
8,5,Clarity,0.85
8,5,Coherence Score,0.85
8,5,Comp Efficiency,0.85
8,5,Correctness,0.9
8,5,Efficiency,0.85
8,5,Final Accuracy,1.0
8,5,Pass Rate,1.0
8,5,Redundancy,0.3
8,5,Robustness Consistency,0.95
8,5,Similarity,0.9
8,5,Stepwise Correctness,0.9
8,5,Validity Rate,1.0
8,6,Accuracy,0.5
8,6,Calibration Confidence,0.4
8,6,Clarity,0.5
8,6,Coherence Score,0.6
8,6,Comp Efficiency,0.4
8,6,Correctness,0.5
8,6,Efficiency,0.3
8,6,Final Accuracy,0.5
8,6,Pass Rate,0.5
8,6,Redundancy,0.8
8,6,Robustness Consistency,0.5
8,6,Similarity,0.6
8,6,Stepwise Correctness,0.6
8,6,Validity Rate,0.5
8,7,Accuracy,1.0
8,7,Calibration Confidence,0.9
8,7,Clarity,0.95
8,7,Coherence Score,0.95
8,7,Comp Efficiency,0.9
8,7,Correctness,1.0
8,7,Efficiency,0.9
8,7,Final Accuracy,1.0
8,7,Pass Rate,1.0
8,7,Redundancy,0.2
8,7,Robustness Consistency,0.95
8,7,Similarity,1.0
8,7,Stepwise Correctness,1.0
8,7,Validity Rate,1.0
8,8,Accuracy,1.0
8,8,Calibration Confidence,0.9
8,8,Clarity,0.9
8,8,Coherence Score,0.9
8,8,Comp Efficiency,0.9
8,8,Correctness,1.0
8,8,Efficiency,0.9
8,8,Final Accuracy,1.0
8,8,Pass Rate,1.0
8,8,Redundancy,0.2
8,8,Robustness Consistency,0.9
8,8,Similarity,1.0
8,8,Stepwise Correctness,0.9
8,8,Validity Rate,1.0
8,9,Accuracy,1.0
8,9,Calibration Confidence,0.8
8,9,Clarity,0.85
8,9,Coherence Score,0.85
8,9,Comp Efficiency,0.8
8,9,Correctness,0.9
8,9,Efficiency,0.8
8,9,Final Accuracy,1.0
8,9,Pass Rate,1.0
8,9,Redundancy,0.6
8,9,Robustness Consistency,0.9
8,9,Similarity,0.9
8,9,Stepwise Correctness,0.8
8,9,Validity Rate,0.9
9,1,Accuracy,1.0
9,1,Calibration Confidence,0.8
9,1,Clarity,1.0
9,1,Coherence Score,1.0
9,1,Comp Efficiency,1.0
9,1,Correctness,1.0
9,1,Efficiency,1.0
9,1,Final Accuracy,1.0
9,1,Pass Rate,1.0
9,1,Redundancy,0.1
9,1,Robustness Consistency,1.0
9,1,Similarity,1.0
9,1,Stepwise Correctness,1.0
9,1,Validity Rate,1.0
9,2,Accuracy,1.0
9,2,Calibration Confidence,0.8
9,2,Clarity,0.95
9,2,Coherence Score,0.95
9,2,Comp Efficiency,0.9
9,2,Correctness,1.0
9,2,Efficiency,0.9
9,2,Final Accuracy,1.0
9,2,Pass Rate,1.0
9,2,Redundancy,0.2
9,2,Robustness Consistency,1.0
9,2,Similarity,1.0
9,2,Stepwise Correctness,1.0
9,2,Validity Rate,1.0
9,3,Accuracy,1.0
9,3,Calibration Confidence,0.8
9,3,Clarity,1.0
9,3,Coherence Score,1.0
9,3,Comp Efficiency,1.0
9,3,Correctness,1.0
9,3,Efficiency,1.0
9,3,Final Accuracy,1.0
9,3,Pass Rate,1.0
9,3,Redundancy,0.1
9,3,Robustness Consistency,1.0
9,3,Similarity,1.0
9,3,Stepwise Correctness,1.0
9,3,Validity Rate,1.0
9,4,Accuracy,1.0
9,4,Calibration Confidence,0.85
9,4,Clarity,0.95
9,4,Coherence Score,0.95
9,4,Comp Efficiency,1.0
9,4,Correctness,1.0
9,4,Efficiency,1.0
9,4,Final Accuracy,1.0
9,4,Pass Rate,1.0
9,4,Redundancy,0.1
9,4,Robustness Consistency,1.0
9,4,Similarity,1.0
9,4,Stepwise Correctness,1.0
9,4,Validity Rate,1.0
9,5,Accuracy,1.0
9,5,Calibration Confidence,0.8
9,5,Clarity,0.95
9,5,Coherence Score,0.95
9,5,Comp Efficiency,0.9
9,5,Correctness,1.0
9,5,Efficiency,0.9
9,5,Final Accuracy,1.0
9,5,Pass Rate,1.0
9,5,Redundancy,0.2
9,5,Robustness Consistency,1.0
9,5,Similarity,1.0
9,5,Stepwise Correctness,1.0
9,5,Validity Rate,1.0
9,6,Accuracy,1.0
9,6,Calibration Confidence,0.8
9,6,Clarity,1.0
9,6,Coherence Score,1.0
9,6,Comp Efficiency,1.0
9,6,Correctness,1.0
9,6,Efficiency,1.0
9,6,Final Accuracy,1.0
9,6,Pass Rate,1.0
9,6,Redundancy,0.1
9,6,Robustness Consistency,1.0
9,6,Similarity,1.0
9,6,Stepwise Correctness,1.0
9,6,Validity Rate,1.0
9,7,Accuracy,1.0
9,7,Calibration Confidence,0.85
9,7,Clarity,0.95
9,7,Coherence Score,0.95
9,7,Comp Efficiency,1.0
9,7,Correctness,1.0
9,7,Efficiency,1.0
9,7,Final Accuracy,1.0
9,7,Pass Rate,1.0
9,7,Redundancy,0.1
9,7,Robustness Consistency,1.0
9,7,Similarity,1.0
9,7,Stepwise Correctness,1.0
9,7,Validity Rate,1.0
9,8,Accuracy,1.0
9,8,Calibration Confidence,0.85
9,8,Clarity,0.95
9,8,Coherence Score,0.95
9,8,Comp Efficiency,1.0
9,8,Correctness,1.0
9,8,Efficiency,1.0
9,8,Final Accuracy,1.0
9,8,Pass Rate,1.0
9,8,Redundancy,0.1
9,8,Robustness Consistency,1.0
9,8,Similarity,1.0
9,8,Stepwise Correctness,1.0
9,8,Validity Rate,1.0
9,9,Accuracy,1.0
9,9,Calibration Confidence,0.85
9,9,Clarity,0.95
9,9,Coherence Score,0.95
9,9,Comp Efficiency,1.0
9,9,Correctness,1.0
9,9,Efficiency,1.0
9,9,Final Accuracy,1.0
9,9,Pass Rate,1.0
9,9,Redundancy,0.1
9,9,Robustness Consistency,1.0
9,9,Similarity,1.0
9,9,Stepwise Correctness,1.0
9,9,Validity Rate,1.0
10,1,Accuracy,1.0
10,1,Calibration Confidence,0.8
10,1,Clarity,0.85
10,1,Coherence Score,0.9
10,1,Comp Efficiency,0.9
10,1,Correctness,1.0
10,1,Efficiency,0.7
10,1,Final Accuracy,1.0
10,1,Pass Rate,1.0
10,1,Redundancy,0.1
10,1,Robustness Consistency,1.0
10,1,Similarity,1.0
10,1,Stepwise Correctness,0.95
10,1,Validity Rate,1.0
10,2,Accuracy,0.0
10,2,Calibration Confidence,0.3
10,2,Clarity,0.6
10,2,Coherence Score,0.5
10,2,Comp Efficiency,0.5
10,2,Correctness,0.0
10,2,Efficiency,0.6
10,2,Final Accuracy,0.0
10,2,Pass Rate,0.0
10,2,Redundancy,0.8
10,2,Robustness Consistency,0.0
10,2,Similarity,0.1
10,2,Stepwise Correctness,0.2
10,2,Validity Rate,0.1
10,3,Accuracy,0.0
10,3,Calibration Confidence,0.2
10,3,Clarity,0.7
10,3,Coherence Score,0.6
10,3,Comp Efficiency,0.4
10,3,Correctness,0.0
10,3,Efficiency,0.5
10,3,Final Accuracy,0.0
10,3,Pass Rate,0.0
10,3,Redundancy,0.7
10,3,Robustness Consistency,0.0
10,3,Similarity,0.2
10,3,Stepwise Correctness,0.25
10,3,Validity Rate,0.3
10,4,Accuracy,0.0
10,4,Calibration Confidence,0.25
10,4,Clarity,0.75
10,4,Coherence Score,0.7
10,4,Comp Efficiency,0.55
10,4,Correctness,0.0
10,4,Efficiency,0.65
10,4,Final Accuracy,0.0
10,4,Pass Rate,0.0
10,4,Redundancy,0.6
10,4,Robustness Consistency,0.0
10,4,Similarity,0.3
10,4,Stepwise Correctness,0.3
10,4,Validity Rate,0.4
10,5,Accuracy,0.0
10,5,Calibration Confidence,0.25
10,5,Clarity,0.7
10,5,Coherence Score,0.65
10,5,Comp Efficiency,0.5
10,5,Correctness,0.0
10,5,Efficiency,0.55
10,5,Final Accuracy,0.0
10,5,Pass Rate,0.0
10,5,Redundancy,0.65
10,5,Robustness Consistency,0.0
10,5,Similarity,0.25
10,5,Stepwise Correctness,0.28
10,5,Validity Rate,0.35
10,6,Accuracy,0.0
10,6,Calibration Confidence,0.35
10,6,Clarity,0.8
10,6,Coherence Score,0.75
10,6,Comp Efficiency,0.6
10,6,Correctness,0.0
10,6,Efficiency,0.6
10,6,Final Accuracy,0.0
10,6,Pass Rate,0.0
10,6,Redundancy,0.55
10,6,Robustness Consistency,0.0
10,6,Similarity,0.4
10,6,Stepwise Correctness,0.35
10,6,Validity Rate,0.5
10,7,Accuracy,0.0
10,7,Calibration Confidence,0.3
10,7,Clarity,0.78
10,7,Coherence Score,0.7
10,7,Comp Efficiency,0.58
10,7,Correctness,0.0
10,7,Efficiency,0.58
10,7,Final Accuracy,0.0
10,7,Pass Rate,0.0
10,7,Redundancy,0.6
10,7,Robustness Consistency,0.0
10,7,Similarity,0.35
10,7,Stepwise Correctness,0.32
10,7,Validity Rate,0.45
10,8,Accuracy,1.0
10,8,Calibration Confidence,0.85
10,8,Clarity,0.95
10,8,Coherence Score,0.95
10,8,Comp Efficiency,0.85
10,8,Correctness,1.0
10,8,Efficiency,0.75
10,8,Final Accuracy,1.0
10,8,Pass Rate,1.0
10,8,Redundancy,0.05
10,8,Robustness Consistency,1.0
10,8,Similarity,0.95
10,8,Stepwise Correctness,0.9
10,8,Validity Rate,0.9
10,9,Accuracy,0.0
10,9,Calibration Confidence,0.15
10,9,Clarity,0.6
10,9,Coherence Score,0.55
10,9,Comp Efficiency,0.35
10,9,Correctness,0.0
10,9,Efficiency,0.45
10,9,Final Accuracy,0.0
10,9,Pass Rate,0.0
10,9,Redundancy,0.75
10,9,Robustness Consistency,0.0
10,9,Similarity,0.05
10,9,Stepwise Correctness,0.18
10,9,Validity Rate,0.2
11,1,Accuracy,1.0
11,1,Calibration Confidence,0.85
11,1,Clarity,0.9
11,1,Coherence Score,0.9
11,1,Comp Efficiency,0.85
11,1,Correctness,1.0
11,1,Efficiency,0.8
11,1,Final Accuracy,1.0
11,1,Pass Rate,1.0
11,1,Redundancy,0.2
11,1,Robustness Consistency,1.0
11,1,Similarity,1.0
11,1,Stepwise Correctness,0.95
11,1,Validity Rate,1.0
11,2,Accuracy,1.0
11,2,Calibration Confidence,0.8
11,2,Clarity,0.85
11,2,Coherence Score,0.85
11,2,Comp Efficiency,0.8
11,2,Correctness,1.0
11,2,Efficiency,0.75
11,2,Final Accuracy,1.0
11,2,Pass Rate,1.0
11,2,Redundancy,0.3
11,2,Robustness Consistency,1.0
11,2,Similarity,1.0
11,2,Stepwise Correctness,0.9
11,2,Validity Rate,1.0
11,3,Accuracy,1.0
11,3,Calibration Confidence,0.75
11,3,Clarity,0.8
11,3,Coherence Score,0.8
11,3,Comp Efficiency,0.75
11,3,Correctness,1.0
11,3,Efficiency,0.7
11,3,Final Accuracy,1.0
11,3,Pass Rate,1.0
11,3,Redundancy,0.4
11,3,Robustness Consistency,1.0
11,3,Similarity,1.0
11,3,Stepwise Correctness,0.85
11,3,Validity Rate,1.0
11,4,Accuracy,1.0
11,4,Calibration Confidence,0.75
11,4,Clarity,0.8
11,4,Coherence Score,0.85
11,4,Comp Efficiency,0.75
11,4,Correctness,1.0
11,4,Efficiency,0.7
11,4,Final Accuracy,1.0
11,4,Pass Rate,1.0
11,4,Redundancy,0.35
11,4,Robustness Consistency,1.0
11,4,Similarity,1.0
11,4,Stepwise Correctness,0.85
11,4,Validity Rate,1.0
11,5,Accuracy,1.0
11,5,Calibration Confidence,0.8
11,5,Clarity,0.9
11,5,Coherence Score,0.85
11,5,Comp Efficiency,0.8
11,5,Correctness,1.0
11,5,Efficiency,0.75
11,5,Final Accuracy,1.0
11,5,Pass Rate,1.0
11,5,Redundancy,0.25
11,5,Robustness Consistency,1.0
11,5,Similarity,1.0
11,5,Stepwise Correctness,0.9
11,5,Validity Rate,1.0
11,6,Accuracy,1.0
11,6,Calibration Confidence,0.3
11,6,Clarity,0.7
11,6,Coherence Score,0.6
11,6,Comp Efficiency,0.7
11,6,Correctness,1.0
11,6,Efficiency,0.7
11,6,Final Accuracy,1.0
11,6,Pass Rate,1.0
11,6,Redundancy,0.5
11,6,Robustness Consistency,0.2
11,6,Similarity,0.8
11,6,Stepwise Correctness,0.3
11,6,Validity Rate,0.2
11,7,Accuracy,1.0
11,7,Calibration Confidence,0.8
11,7,Clarity,0.85
11,7,Coherence Score,0.8
11,7,Comp Efficiency,0.8
11,7,Correctness,1.0
11,7,Efficiency,0.75
11,7,Final Accuracy,1.0
11,7,Pass Rate,1.0
11,7,Redundancy,0.3
11,7,Robustness Consistency,1.0
11,7,Similarity,1.0
11,7,Stepwise Correctness,0.85
11,7,Validity Rate,1.0
11,8,Accuracy,1.0
11,8,Calibration Confidence,0.85
11,8,Clarity,0.9
11,8,Coherence Score,0.9
11,8,Comp Efficiency,0.85
11,8,Correctness,1.0
11,8,Efficiency,0.8
11,8,Final Accuracy,1.0
11,8,Pass Rate,1.0
11,8,Redundancy,0.2
11,8,Robustness Consistency,1.0
11,8,Similarity,1.0
11,8,Stepwise Correctness,0.9
11,8,Validity Rate,1.0
11,9,Accuracy,1.0
11,9,Calibration Confidence,0.85
11,9,Clarity,0.9
11,9,Coherence Score,0.9
11,9,Comp Efficiency,0.8
11,9,Correctness,1.0
11,9,Efficiency,0.75
11,9,Final Accuracy,1.0
11,9,Pass Rate,1.0
11,9,Redundancy,0.25
11,9,Robustness Consistency,1.0
11,9,Similarity,1.0
11,9,Stepwise Correctness,0.85
11,9,Validity Rate,1.0
12,1,Accuracy,1.0
12,1,Calibration Confidence,0.5
12,1,Clarity,0.95
12,1,Coherence Score,1.0
12,1,Comp Efficiency,1.0
12,1,Correctness,1.0
12,1,Efficiency,0.7
12,1,Final Accuracy,1.0
12,1,Pass Rate,1.0
12,1,Redundancy,0.2
12,1,Robustness Consistency,1.0
12,1,Similarity,0.95
12,1,Stepwise Correctness,1.0
12,1,Validity Rate,1.0
12,2,Accuracy,1.0
12,2,Calibration Confidence,0.5
12,2,Clarity,0.95
12,2,Coherence Score,1.0
12,2,Comp Efficiency,1.0
12,2,Correctness,1.0
12,2,Efficiency,0.8
12,2,Final Accuracy,1.0
12,2,Pass Rate,1.0
12,2,Redundancy,0.3
12,2,Robustness Consistency,1.0
12,2,Similarity,0.95
12,2,Stepwise Correctness,1.0
12,2,Validity Rate,1.0
12,3,Accuracy,1.0
12,3,Calibration Confidence,0.5
12,3,Clarity,0.95
12,3,Coherence Score,1.0
12,3,Comp Efficiency,1.0
12,3,Correctness,1.0
12,3,Efficiency,0.8
12,3,Final Accuracy,1.0
12,3,Pass Rate,1.0
12,3,Redundancy,0.25
12,3,Robustness Consistency,1.0
12,3,Similarity,0.95
12,3,Stepwise Correctness,1.0
12,3,Validity Rate,1.0
12,4,Accuracy,1.0
12,4,Calibration Confidence,0.5
12,4,Clarity,0.9
12,4,Coherence Score,0.95
12,4,Comp Efficiency,1.0
12,4,Correctness,1.0
12,4,Efficiency,0.8
12,4,Final Accuracy,1.0
12,4,Pass Rate,1.0
12,4,Redundancy,0.3
12,4,Robustness Consistency,1.0
12,4,Similarity,0.95
12,4,Stepwise Correctness,1.0
12,4,Validity Rate,1.0
12,5,Accuracy,1.0
12,5,Calibration Confidence,0.5
12,5,Clarity,0.95
12,5,Coherence Score,1.0
12,5,Comp Efficiency,1.0
12,5,Correctness,1.0
12,5,Efficiency,0.8
12,5,Final Accuracy,1.0
12,5,Pass Rate,1.0
12,5,Redundancy,0.3
12,5,Robustness Consistency,1.0
12,5,Similarity,0.95
12,5,Stepwise Correctness,1.0
12,5,Validity Rate,1.0
12,6,Accuracy,1.0
12,6,Calibration Confidence,0.5
12,6,Clarity,0.95
12,6,Coherence Score,1.0
12,6,Comp Efficiency,1.0
12,6,Correctness,1.0
12,6,Efficiency,0.85
12,6,Final Accuracy,1.0
12,6,Pass Rate,1.0
12,6,Redundancy,0.25
12,6,Robustness Consistency,1.0
12,6,Similarity,0.95
12,6,Stepwise Correctness,1.0
12,6,Validity Rate,1.0
12,7,Accuracy,1.0
12,7,Calibration Confidence,0.5
12,7,Clarity,0.95
12,7,Coherence Score,1.0
12,7,Comp Efficiency,1.0
12,7,Correctness,1.0
12,7,Efficiency,0.85
12,7,Final Accuracy,1.0
12,7,Pass Rate,1.0
12,7,Redundancy,0.25
12,7,Robustness Consistency,1.0
12,7,Similarity,0.95
12,7,Stepwise Correctness,1.0
12,7,Validity Rate,1.0
12,8,Accuracy,1.0
12,8,Calibration Confidence,0.5
12,8,Clarity,0.95
12,8,Coherence Score,1.0
12,8,Comp Efficiency,1.0
12,8,Correctness,1.0
12,8,Efficiency,0.85
12,8,Final Accuracy,1.0
12,8,Pass Rate,1.0
12,8,Redundancy,0.25
12,8,Robustness Consistency,1.0
12,8,Similarity,0.95
12,8,Stepwise Correctness,1.0
12,8,Validity Rate,1.0
12,9,Accuracy,1.0
12,9,Calibration Confidence,0.5
12,9,Clarity,1.0
12,9,Coherence Score,1.0
12,9,Comp Efficiency,1.0
12,9,Correctness,1.0
12,9,Efficiency,1.0
12,9,Final Accuracy,1.0
12,9,Pass Rate,1.0
12,9,Redundancy,0.1
12,9,Robustness Consistency,1.0
12,9,Similarity,0.95
12,9,Stepwise Correctness,1.0
12,9,Validity Rate,1.0
13,1,Accuracy,1.0
13,1,Calibration Confidence,0.8
13,1,Clarity,0.9
13,1,Coherence Score,1.0
13,1,Comp Efficiency,0.9
13,1,Correctness,1.0
13,1,Efficiency,0.9
13,1,Final Accuracy,1.0
13,1,Pass Rate,1.0
13,1,Redundancy,0.1
13,1,Robustness Consistency,1.0
13,1,Similarity,0.9
13,1,Stepwise Correctness,1.0
13,1,Validity Rate,1.0
13,2,Accuracy,1.0
13,2,Calibration Confidence,0.8
13,2,Clarity,0.9
13,2,Coherence Score,1.0
13,2,Comp Efficiency,0.9
13,2,Correctness,1.0
13,2,Efficiency,0.9
13,2,Final Accuracy,1.0
13,2,Pass Rate,1.0
13,2,Redundancy,0.1
13,2,Robustness Consistency,1.0
13,2,Similarity,0.9
13,2,Stepwise Correctness,1.0
13,2,Validity Rate,1.0
13,3,Accuracy,0.0
13,3,Calibration Confidence,0.3
13,3,Clarity,0.9
13,3,Coherence Score,1.0
13,3,Comp Efficiency,0.8
13,3,Correctness,0.0
13,3,Efficiency,0.9
13,3,Final Accuracy,0.0
13,3,Pass Rate,0.0
13,3,Redundancy,0.2
13,3,Robustness Consistency,0.0
13,3,Similarity,0.6
13,3,Stepwise Correctness,0.7
13,3,Validity Rate,1.0
13,4,Accuracy,1.0
13,4,Calibration Confidence,0.8
13,4,Clarity,0.9
13,4,Coherence Score,1.0
13,4,Comp Efficiency,0.9
13,4,Correctness,1.0
13,4,Efficiency,0.9
13,4,Final Accuracy,1.0
13,4,Pass Rate,1.0
13,4,Redundancy,0.1
13,4,Robustness Consistency,1.0
13,4,Similarity,0.9
13,4,Stepwise Correctness,1.0
13,4,Validity Rate,1.0
13,5,Accuracy,1.0
13,5,Calibration Confidence,0.8
13,5,Clarity,0.9
13,5,Coherence Score,1.0
13,5,Comp Efficiency,0.9
13,5,Correctness,1.0
13,5,Efficiency,0.9
13,5,Final Accuracy,1.0
13,5,Pass Rate,1.0
13,5,Redundancy,0.1
13,5,Robustness Consistency,1.0
13,5,Similarity,0.9
13,5,Stepwise Correctness,1.0
13,5,Validity Rate,1.0
13,6,Accuracy,1.0
13,6,Calibration Confidence,0.8
13,6,Clarity,0.9
13,6,Coherence Score,1.0
13,6,Comp Efficiency,0.9
13,6,Correctness,1.0
13,6,Efficiency,0.9
13,6,Final Accuracy,1.0
13,6,Pass Rate,1.0
13,6,Redundancy,0.1
13,6,Robustness Consistency,1.0
13,6,Similarity,0.9
13,6,Stepwise Correctness,1.0
13,6,Validity Rate,1.0
13,7,Accuracy,1.0
13,7,Calibration Confidence,0.8
13,7,Clarity,0.9
13,7,Coherence Score,1.0
13,7,Comp Efficiency,0.9
13,7,Correctness,1.0
13,7,Efficiency,0.9
13,7,Final Accuracy,1.0
13,7,Pass Rate,1.0
13,7,Redundancy,0.1
13,7,Robustness Consistency,1.0
13,7,Similarity,0.9
13,7,Stepwise Correctness,1.0
13,7,Validity Rate,1.0
13,8,Accuracy,0.0
13,8,Calibration Confidence,0.3
13,8,Clarity,0.9
13,8,Coherence Score,1.0
13,8,Comp Efficiency,0.8
13,8,Correctness,0.0
13,8,Efficiency,0.9
13,8,Final Accuracy,0.0
13,8,Pass Rate,0.0
13,8,Redundancy,0.2
13,8,Robustness Consistency,0.0
13,8,Similarity,0.6
13,8,Stepwise Correctness,0.7
13,8,Validity Rate,1.0
13,9,Accuracy,1.0
13,9,Calibration Confidence,0.8
13,9,Clarity,0.9
13,9,Coherence Score,1.0
13,9,Comp Efficiency,0.9
13,9,Correctness,1.0
13,9,Efficiency,0.9
13,9,Final Accuracy,1.0
13,9,Pass Rate,1.0
13,9,Redundancy,0.1
13,9,Robustness Consistency,1.0
13,9,Similarity,0.9
13,9,Stepwise Correctness,1.0
13,9,Validity Rate,1.0
14,1,Accuracy,1.0
14,1,Calibration Confidence,0.9
14,1,Clarity,1.0
14,1,Coherence Score,1.0
14,1,Comp Efficiency,1.0
14,1,Correctness,1.0
14,1,Efficiency,1.0
14,1,Final Accuracy,1.0
14,1,Pass Rate,1.0
14,1,Redundancy,0.1
14,1,Robustness Consistency,1.0
14,1,Similarity,1.0
14,1,Stepwise Correctness,1.0
14,1,Validity Rate,1.0
14,2,Accuracy,1.0
14,2,Calibration Confidence,0.9
14,2,Clarity,0.9
14,2,Coherence Score,0.95
14,2,Comp Efficiency,0.95
14,2,Correctness,1.0
14,2,Efficiency,0.95
14,2,Final Accuracy,1.0
14,2,Pass Rate,1.0
14,2,Redundancy,0.2
14,2,Robustness Consistency,0.98
14,2,Similarity,1.0
14,2,Stepwise Correctness,1.0
14,2,Validity Rate,1.0
14,3,Accuracy,1.0
14,3,Calibration Confidence,0.9
14,3,Clarity,0.9
14,3,Coherence Score,0.95
14,3,Comp Efficiency,0.9
14,3,Correctness,1.0
14,3,Efficiency,0.9
14,3,Final Accuracy,1.0
14,3,Pass Rate,1.0
14,3,Redundancy,0.3
14,3,Robustness Consistency,0.98
14,3,Similarity,1.0
14,3,Stepwise Correctness,1.0
14,3,Validity Rate,1.0
14,4,Accuracy,1.0
14,4,Calibration Confidence,0.85
14,4,Clarity,0.85
14,4,Coherence Score,0.9
14,4,Comp Efficiency,0.9
14,4,Correctness,1.0
14,4,Efficiency,0.9
14,4,Final Accuracy,1.0
14,4,Pass Rate,1.0
14,4,Redundancy,0.2
14,4,Robustness Consistency,0.9
14,4,Similarity,1.0
14,4,Stepwise Correctness,1.0
14,4,Validity Rate,1.0
14,5,Accuracy,1.0
14,5,Calibration Confidence,0.85
14,5,Clarity,0.9
14,5,Coherence Score,0.92
14,5,Comp Efficiency,0.9
14,5,Correctness,1.0
14,5,Efficiency,0.9
14,5,Final Accuracy,1.0
14,5,Pass Rate,1.0
14,5,Redundancy,0.2
14,5,Robustness Consistency,0.95
14,5,Similarity,1.0
14,5,Stepwise Correctness,1.0
14,5,Validity Rate,1.0
14,6,Accuracy,1.0
14,6,Calibration Confidence,0.85
14,6,Clarity,0.85
14,6,Coherence Score,0.9
14,6,Comp Efficiency,0.9
14,6,Correctness,1.0
14,6,Efficiency,0.9
14,6,Final Accuracy,1.0
14,6,Pass Rate,1.0
14,6,Redundancy,0.2
14,6,Robustness Consistency,0.9
14,6,Similarity,1.0
14,6,Stepwise Correctness,1.0
14,6,Validity Rate,1.0
14,7,Accuracy,1.0
14,7,Calibration Confidence,0.85
14,7,Clarity,0.9
14,7,Coherence Score,0.9
14,7,Comp Efficiency,0.9
14,7,Correctness,1.0
14,7,Efficiency,0.9
14,7,Final Accuracy,1.0
14,7,Pass Rate,1.0
14,7,Redundancy,0.2
14,7,Robustness Consistency,0.9
14,7,Similarity,1.0
14,7,Stepwise Correctness,1.0
14,7,Validity Rate,1.0
14,8,Accuracy,1.0
14,8,Calibration Confidence,0.85
14,8,Clarity,0.9
14,8,Coherence Score,0.92
14,8,Comp Efficiency,0.9
14,8,Correctness,1.0
14,8,Efficiency,0.9
14,8,Final Accuracy,1.0
14,8,Pass Rate,1.0
14,8,Redundancy,0.2
14,8,Robustness Consistency,0.95
14,8,Similarity,1.0
14,8,Stepwise Correctness,1.0
14,8,Validity Rate,1.0
14,9,Accuracy,0.0
14,9,Calibration Confidence,0.0
14,9,Clarity,0.0
14,9,Coherence Score,0.0
14,9,Comp Efficiency,0.0
14,9,Correctness,0.0
14,9,Efficiency,0.0
14,9,Final Accuracy,0.0
14,9,Pass Rate,0.0
14,9,Redundancy,0.0
14,9,Robustness Consistency,0.0
14,9,Similarity,0.0
14,9,Stepwise Correctness,0.0
14,9,Validity Rate,0.0
15,1,Accuracy,1.0
15,1,Calibration Confidence,0.8
15,1,Clarity,0.9
15,1,Coherence Score,0.95
15,1,Comp Efficiency,0.9
15,1,Correctness,1.0
15,1,Efficiency,0.85
15,1,Final Accuracy,1.0
15,1,Pass Rate,1.0
15,1,Redundancy,0.7
15,1,Robustness Consistency,0.9
15,1,Similarity,1.0
15,1,Stepwise Correctness,1.0
15,1,Validity Rate,1.0
15,2,Accuracy,1.0
15,2,Calibration Confidence,0.75
15,2,Clarity,0.88
15,2,Coherence Score,0.94
15,2,Comp Efficiency,0.88
15,2,Correctness,1.0
15,2,Efficiency,0.8
15,2,Final Accuracy,1.0
15,2,Pass Rate,1.0
15,2,Redundancy,0.68
15,2,Robustness Consistency,0.88
15,2,Similarity,1.0
15,2,Stepwise Correctness,1.0
15,2,Validity Rate,1.0
15,3,Accuracy,1.0
15,3,Calibration Confidence,0.7
15,3,Clarity,0.9
15,3,Coherence Score,0.96
15,3,Comp Efficiency,0.85
15,3,Correctness,1.0
15,3,Efficiency,0.75
15,3,Final Accuracy,1.0
15,3,Pass Rate,1.0
15,3,Redundancy,0.65
15,3,Robustness Consistency,0.85
15,3,Similarity,1.0
15,3,Stepwise Correctness,1.0
15,3,Validity Rate,1.0
15,4,Accuracy,1.0
15,4,Calibration Confidence,0.78
15,4,Clarity,0.87
15,4,Coherence Score,0.93
15,4,Comp Efficiency,0.88
15,4,Correctness,1.0
15,4,Efficiency,0.8
15,4,Final Accuracy,1.0
15,4,Pass Rate,1.0
15,4,Redundancy,0.7
15,4,Robustness Consistency,0.87
15,4,Similarity,1.0
15,4,Stepwise Correctness,1.0
15,4,Validity Rate,1.0
15,5,Accuracy,1.0
15,5,Calibration Confidence,0.82
15,5,Clarity,0.9
15,5,Coherence Score,0.92
15,5,Comp Efficiency,0.9
15,5,Correctness,1.0
15,5,Efficiency,0.85
15,5,Final Accuracy,1.0
15,5,Pass Rate,1.0
15,5,Redundancy,0.75
15,5,Robustness Consistency,0.89
15,5,Similarity,1.0
15,5,Stepwise Correctness,1.0
15,5,Validity Rate,1.0
15,6,Accuracy,1.0
15,6,Calibration Confidence,0.8
15,6,Clarity,0.89
15,6,Coherence Score,0.95
15,6,Comp Efficiency,0.92
15,6,Correctness,1.0
15,6,Efficiency,0.88
15,6,Final Accuracy,1.0
15,6,Pass Rate,1.0
15,6,Redundancy,0.72
15,6,Robustness Consistency,0.88
15,6,Similarity,1.0
15,6,Stepwise Correctness,1.0
15,6,Validity Rate,1.0
15,7,Accuracy,1.0
15,7,Calibration Confidence,0.85
15,7,Clarity,0.92
15,7,Coherence Score,0.97
15,7,Comp Efficiency,0.95
15,7,Correctness,1.0
15,7,Efficiency,0.9
